mtype,site,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10
flow,63001,66.67,93.75,68.75,46.67,37.5,25.0
flow,63101,76.92,96.15,80.77,56.0,32.0,26.92
flow,64304,70.0,100.0,50.0,30.0,50.0,20.0
flow,64602,76.47,58.82,78.43,15.69,3.92,1.92
flow,65102,76.92,91.67,58.33,33.33,58.33,0.0
flow,65106,100.0,81.82,60.0,0.0,0.0,10.0
flow,65701,84.62,100.0,33.33,45.45,58.33,25.0
flow,65901,96.77,90.32,51.61,16.13,16.13,0.0
flow,66204,76.6,87.23,38.3,4.26,13.04,0.0
flow,66213,91.67,95.83,40.0,4.35,13.04,4.35
flow,66403,66.67,11.11,100.0,50.0,0.0,0.0
flow,66407,12.5,12.5,12.5,10.42,10.42,4.17
flow,66415,78.57,64.29,50.0,30.77,30.77,30.77
flow,66417,96.88,90.62,59.38,45.16,32.26,34.38
flow,66425,80.77,88.46,76.92,53.85,65.38,4.17
flow,66435,83.33,78.57,59.09,42.86,54.76,83.33
flow,66442,66.67,33.33,100.0,33.33,0.0,0.0
flow,66602,97.06,97.06,91.43,75.76,64.71,50.0
flow,66612,92.86,100.0,78.57,50.0,81.48,62.96
flow,67001,95.24,90.48,71.43,55.0,70.0,70.0
flow,67402,68.75,86.67,50.0,13.33,60.0,20.0
flow,67408,72.41,82.76,68.97,24.14,65.52,58.62
flow,67702,84.38,87.88,45.45,24.24,63.64,46.88
flow,67805,95.65,95.65,78.26,60.87,73.91,60.87
flow,68002,94.29,85.71,68.57,54.29,40.0,42.86
flow,68322,90.91,91.67,75.0,75.0,66.67,41.67
flow,68806,92.31,63.46,61.54,25.49,13.73,3.92
flow,68810,86.11,52.78,67.57,21.62,10.81,5.71
flow,68819,64.29,57.14,53.85,15.38,30.77,23.08
flow,68822,57.14,71.43,14.29,15.38,50.0,15.38
flow,69001,100.0,100.0,93.33,73.33,73.33,40.0
flow,69101,91.67,83.33,41.67,8.33,27.27,9.09
flow,69201,100.0,80.0,40.0,28.57,42.86,42.86
flow,69202,86.67,86.67,66.67,78.57,85.71,92.86
flow,69302,78.43,27.45,60.78,47.06,11.76,1.96
flow,69505,75.0,69.44,41.67,5.71,8.33,8.33
flow,69602,88.46,80.0,48.15,11.11,14.29,7.41
flow,69614,95.45,70.45,40.91,4.55,4.65,9.3
flow,69618,83.33,61.82,40.0,9.09,7.27,7.41
flow,69635,81.08,78.38,37.84,10.81,29.73,18.92
flow,70105,61.11,80.56,32.43,10.81,22.22,25.71
flow,70303,50.0,72.22,44.44,16.67,52.94,41.18
flow,70902,83.33,80.56,38.89,14.29,44.44,36.11
flow,70908,94.74,75.0,73.68,26.32,36.84,36.84
flow,71106,67.35,66.67,46.81,18.37,14.58,18.75
flow,71117,85.0,40.0,60.0,26.32,36.84,15.0
flow,71130,86.67,87.5,75.0,43.75,37.5,43.75
flow,71136,90.48,71.43,86.36,36.36,18.18,36.36
flow,71156,100.0,86.67,60.0,20.0,23.08,15.38
flow,71178,53.33,53.33,26.67,6.25,6.25,31.25
flow,71195,72.22,66.67,55.56,33.33,11.11,35.29
precip,217810,60.0,10.0,100.0,42.86,25.0,10.71
precip,218810,47.37,5.13,92.5,17.5,15.38,2.56
precip,219510,57.81,4.84,95.31,23.44,15.62,9.38
precip,219910,61.82,15.45,94.64,12.5,12.96,5.56
precip,222610,74.29,14.71,90.91,18.18,15.15,5.88
precip,226510,89.66,31.03,96.55,36.67,27.59,0.0
precip,227810,96.77,86.67,48.33,23.33,20.0,27.59
precip,231910,93.55,93.94,10.94,65.62,12.5,36.36
precip,232710,76.47,100.0,16.67,55.56,33.33,80.56
precip,233510,66.67,100.0,16.67,54.17,41.67,62.5
precip,233610,61.22,97.96,4.17,41.67,8.16,75.51
precip,234511,80.0,97.56,2.5,46.15,10.98,53.66
precip,237101,83.33,75.0,16.67,30.77,26.92,50.0
precip,239101,77.78,85.19,9.26,46.3,44.44,57.69
precip,304610,57.14,20.59,90.62,33.33,25.0,9.38
precip,306610,32.14,10.71,75.86,21.43,41.38,46.43
precip,307001,48.28,34.48,93.1,17.24,31.03,14.29
precip,309810,45.16,19.35,48.39,6.45,26.67,73.33
precip,310510,63.33,10.0,93.1,30.0,17.86,3.45
precip,311810,67.65,10.61,97.06,23.53,18.18,12.12
precip,311910,70.37,37.93,67.24,13.79,28.57,53.57
precip,313710,34.0,41.35,22.22,7.69,34.62,78.43
precip,314411,36.84,21.05,84.21,15.79,42.11,55.56
precip,314412,37.5,20.83,83.33,29.17,33.33,43.48
precip,314701,35.0,35.25,14.75,10.0,36.67,80.0
precip,315010,26.32,26.32,84.21,15.79,36.84,55.56
precip,315510,22.58,82.76,61.29,38.71,32.26,86.67
precip,315910,29.03,41.94,19.35,10.0,43.33,80.0
precip,316310,25.81,19.35,35.48,19.35,51.61,73.33
precip,319211,53.85,65.38,23.08,23.08,30.77,69.23
precip,320010,62.07,18.97,78.95,3.51,9.09,7.27
precip,321212,66.67,64.52,70.97,3.33,13.33,66.67
precip,321310,79.07,60.47,45.24,4.88,30.0,70.73
precip,321610,32.26,67.74,6.45,12.9,10.0,63.33
precip,321710,53.57,24.14,86.21,10.71,7.14,7.14
precip,322110,30.95,32.56,46.51,2.33,33.33,64.29
precip,322211,29.03,74.19,16.13,0.0,0.0,74.19
precip,322410,40.0,56.67,33.33,13.79,37.93,80.0
precip,322411,45.0,75.0,5.0,5.26,26.32,73.68
precip,323610,60.0,80.0,5.0,10.53,31.58,35.0
precip,324611,77.14,85.51,63.77,14.71,42.03,38.24
precip,326112,25.0,51.72,13.79,17.86,64.29,82.14
precip,326512,52.17,73.91,21.74,13.04,72.73,36.36
precip,326611,62.07,86.21,51.72,37.93,70.37,57.14
precip,328711,48.21,82.76,41.38,20.69,58.62,51.72
precip,400710,37.1,22.58,29.03,16.13,38.71,70.97
precip,400910,33.33,44.44,7.41,55.36,46.43,59.26
precip,401610,33.33,57.89,21.05,36.84,78.95,55.56
precip,403601,56.06,34.38,35.94,36.36,57.58,72.73
precip,403711,45.37,65.74,37.04,39.0,33.33,63.46
precip,404810,21.43,78.57,14.29,64.29,0.0,46.15
precip,405610,30.43,47.92,17.39,60.42,62.5,73.91
precip,405711,26.09,50.0,25.0,66.67,66.67,65.22
precip,405910,19.35,70.97,19.35,64.52,38.71,64.52
precip,407810,19.35,35.48,19.35,58.06,50.0,73.33
precip,408401,46.55,48.28,34.48,28.57,48.28,66.67
precip,409310,56.52,26.09,69.57,39.13,86.96,72.73
precip,410010,34.38,46.88,12.12,25.76,57.58,78.12
precip,414110,29.03,58.06,12.9,54.84,25.81,61.29
precip,417110,20.59,50.0,33.33,70.59,35.29,76.47
precip,418010,25.81,41.94,30.65,67.74,74.19,40.0
precip,419211,41.94,45.16,29.03,29.03,38.71,63.33
