site,time,perc
M34/0142,1965-07-31,21.43
M35/0017,1965-07-31,68.09
M35/0724,1965-07-31,67.86
M34/0142,1965-08-31,0.0
M35/0724,1965-08-31,92.45
M34/0142,1965-09-30,0.0
M35/0017,1965-09-30,50.0
M35/0724,1965-09-30,84.21
M34/0142,1965-10-31,3.23
M35/0017,1965-10-31,43.4
M35/0724,1965-10-31,89.29
M34/0142,1965-11-30,0.0
M35/0724,1965-11-30,71.11
M34/0142,1965-12-31,7.14
M35/0017,1965-12-31,33.33
M35/0724,1965-12-31,84.21
M34/0142,1966-01-31,3.33
M35/0017,1966-01-31,31.37
M35/0724,1966-01-31,82.76
M34/0095,1966-03-31,88.89
M34/0142,1966-03-31,6.25
M35/0017,1966-03-31,22.92
M35/0724,1966-03-31,70.18
M34/0095,1966-04-30,81.08
M34/0142,1966-04-30,25.0
M35/0017,1966-04-30,21.74
M35/0724,1966-04-30,67.86
M34/0142,1966-05-31,72.41
M35/0017,1966-05-31,19.57
M35/0724,1966-05-31,88.68
M34/0142,1966-06-30,75.76
M35/0017,1966-06-30,19.61
M35/0724,1966-06-30,72.41
M34/0142,1966-07-31,71.43
M35/0017,1966-07-31,12.77
M35/0724,1966-07-31,51.79
M34/0094,1966-08-31,44.0
M34/0095,1966-08-31,43.75
M34/0142,1966-08-31,72.41
M35/0017,1966-08-31,22.73
M35/0724,1966-08-31,37.74
M34/0094,1966-09-30,32.0
M34/0095,1966-09-30,31.25
M34/0142,1966-09-30,70.0
M35/0017,1966-09-30,13.46
M35/0724,1966-09-30,38.6
M34/0094,1966-10-31,34.62
M34/0095,1966-10-31,41.67
M34/0142,1966-10-31,64.52
M35/0017,1966-10-31,11.32
M35/0724,1966-10-31,37.5
M35/0017,1966-12-31,23.53
M35/0724,1966-12-31,70.18
M34/0094,1967-01-31,60.0
M34/0095,1967-01-31,29.41
M34/0142,1967-01-31,10.0
M35/0017,1967-01-31,27.45
M35/0724,1967-01-31,75.86
M34/0094,1967-02-28,84.21
M34/0095,1967-02-28,67.86
M34/0142,1967-02-28,4.35
M35/0724,1967-02-28,86.0
M34/0094,1967-03-31,76.0
M34/0095,1967-03-31,61.11
M34/0142,1967-03-31,18.75
M35/0017,1967-03-31,35.42
M35/0724,1967-03-31,73.68
M34/0094,1967-04-30,71.43
M34/0095,1967-04-30,48.65
M34/0142,1967-04-30,9.38
M35/0017,1967-04-30,32.61
M35/0724,1967-04-30,57.14
M34/0094,1967-05-31,16.0
M34/0095,1967-05-31,22.86
M34/0142,1967-05-31,6.9
M34/0155,1967-05-31,27.59
M35/0017,1967-05-31,10.87
M35/0724,1967-05-31,56.6
M34/0094,1967-06-30,17.24
M34/0095,1967-06-30,32.43
M34/0142,1967-06-30,45.45
M34/0155,1967-06-30,28.12
M35/0017,1967-06-30,15.69
M35/0724,1967-06-30,56.9
M34/0094,1967-07-31,17.39
M34/0095,1967-07-31,30.0
M34/0142,1967-07-31,67.86
M34/0155,1967-07-31,30.0
M35/0017,1967-07-31,10.64
M35/0724,1967-07-31,57.14
M34/0094,1967-08-31,12.0
M34/0095,1967-08-31,59.38
M34/0142,1967-08-31,86.21
M34/0155,1967-08-31,38.71
M35/0017,1967-08-31,25.0
M35/0724,1967-08-31,90.57
M34/0094,1967-09-30,12.0
M34/0095,1967-09-30,62.5
M34/0142,1967-09-30,80.0
M34/0155,1967-09-30,38.71
M35/0017,1967-09-30,15.38
M35/0724,1967-09-30,77.19
M34/0094,1967-10-31,11.54
M34/0095,1967-10-31,63.89
M34/0142,1967-10-31,77.42
M34/0155,1967-10-31,40.0
M35/0017,1967-10-31,16.98
M35/0724,1967-10-31,66.07
M34/0095,1967-12-31,81.82
M34/0142,1967-12-31,14.29
M34/0155,1967-12-31,56.67
M35/0017,1967-12-31,43.14
M35/0724,1967-12-31,12.28
M34/0095,1968-01-31,82.35
M34/0142,1968-01-31,13.33
M34/0155,1968-01-31,58.06
M35/0017,1968-01-31,47.06
M35/0724,1968-01-31,37.93
M34/0095,1968-03-31,66.67
M34/0142,1968-03-31,12.5
M34/0155,1968-03-31,34.48
M35/0017,1968-03-31,43.75
M35/0724,1968-03-31,57.89
M34/0095,1968-04-30,62.16
M34/0142,1968-04-30,40.62
M34/0155,1968-04-30,41.38
M35/0017,1968-04-30,41.3
M35/0724,1968-04-30,60.71
M34/0094,1968-06-30,75.86
M34/0095,1968-06-30,70.27
M34/0142,1968-06-30,66.67
M34/0155,1968-06-30,81.25
M35/0017,1968-06-30,35.29
M35/0724,1968-06-30,62.07
M34/0094,1968-07-31,69.57
M34/0095,1968-07-31,80.0
M34/0142,1968-07-31,28.57
M34/0155,1968-07-31,60.0
M35/0017,1968-07-31,31.91
M35/0724,1968-07-31,26.79
M34/0094,1968-08-31,76.0
M34/0095,1968-08-31,65.62
M34/0142,1968-08-31,3.45
M34/0155,1968-08-31,48.39
M35/0017,1968-08-31,43.18
M35/0724,1968-08-31,5.66
M34/0094,1968-09-30,56.0
M34/0095,1968-09-30,65.62
M34/0142,1968-09-30,3.33
M34/0155,1968-09-30,48.39
M35/0017,1968-09-30,26.92
M35/0724,1968-09-30,8.77
M34/0095,1968-10-31,66.67
M34/0142,1968-10-31,0.0
M34/0155,1968-10-31,46.67
M35/0017,1968-10-31,13.21
M35/0724,1968-10-31,17.86
M34/0094,1968-12-31,16.67
M34/0095,1968-12-31,39.39
M34/0142,1968-12-31,0.0
M34/0155,1968-12-31,43.33
M35/0017,1968-12-31,7.84
M35/0724,1968-12-31,64.91
M34/0094,1969-01-31,20.0
M34/0095,1969-01-31,32.35
M34/0142,1969-01-31,0.0
M34/0155,1969-01-31,41.94
M35/0017,1969-01-31,5.88
M35/0724,1969-01-31,60.34
M34/0095,1969-03-31,11.11
M34/0142,1969-03-31,37.5
M35/0017,1969-03-31,10.42
M35/0724,1969-03-31,21.05
M34/0095,1969-04-30,21.62
M34/0142,1969-04-30,31.25
M35/0017,1969-04-30,8.7
M35/0724,1969-04-30,21.43
M34/0094,1969-06-30,6.9
M34/0095,1969-06-30,13.51
M34/0142,1969-06-30,3.03
M34/0155,1969-06-30,15.62
M35/0017,1969-06-30,5.88
M35/0724,1969-06-30,13.79
M34/0094,1969-07-31,0.0
M34/0095,1969-07-31,6.67
M34/0142,1969-07-31,3.57
M34/0155,1969-07-31,10.0
M35/0017,1969-07-31,0.0
M35/0724,1969-07-31,1.79
M34/0094,1969-08-31,0.0
M34/0095,1969-08-31,0.0
M34/0142,1969-08-31,6.9
M34/0155,1969-08-31,6.45
M35/0017,1969-08-31,0.0
M35/0724,1969-08-31,0.0
M34/0094,1969-09-30,4.0
M34/0095,1969-09-30,0.0
M34/0142,1969-09-30,6.67
M34/0155,1969-09-30,6.45
M35/0017,1969-09-30,0.0
M35/0724,1969-09-30,0.0
M34/0094,1969-10-31,3.85
M34/0095,1969-10-31,2.78
M34/0142,1969-10-31,6.45
M34/0155,1969-10-31,16.67
M35/0017,1969-10-31,0.0
M35/0724,1969-10-31,1.79
M34/0094,1969-12-31,0.0
M34/0095,1969-12-31,0.0
M34/0142,1969-12-31,10.71
M34/0155,1969-12-31,6.67
M35/0017,1969-12-31,0.0
M35/0724,1969-12-31,10.53
M34/0094,1970-01-31,0.0
M34/0095,1970-01-31,5.88
M34/0142,1970-01-31,6.67
M34/0155,1970-01-31,9.68
M35/0017,1970-01-31,0.0
M35/0724,1970-01-31,27.59
M34/0094,1970-02-28,0.0
M34/0095,1970-02-28,10.71
M34/0142,1970-02-28,0.0
M34/0155,1970-02-28,18.52
M35/0017,1970-02-28,5.13
M35/0724,1970-02-28,28.0
M34/0094,1970-03-31,0.0
M34/0095,1970-03-31,52.78
M34/0142,1970-03-31,3.12
M34/0155,1970-03-31,48.28
M35/0017,1970-03-31,14.58
M35/0724,1970-03-31,15.79
M34/0094,1970-04-30,0.0
M34/0095,1970-04-30,54.05
M34/0142,1970-04-30,3.12
M34/0155,1970-04-30,62.07
M35/0017,1970-04-30,15.22
M35/0724,1970-04-30,19.64
M34/0094,1970-05-31,0.0
M34/0095,1970-05-31,62.86
M34/0142,1970-05-31,0.0
M34/0155,1970-05-31,68.97
M35/0017,1970-05-31,23.91
M35/0724,1970-05-31,30.19
M34/0094,1970-06-30,27.59
M34/0095,1970-06-30,51.35
M34/0142,1970-06-30,0.0
M34/0155,1970-06-30,62.5
M35/0017,1970-06-30,21.57
M35/0724,1970-06-30,15.52
M34/0094,1970-07-31,39.13
M34/0095,1970-07-31,43.33
M34/0142,1970-07-31,0.0
M34/0155,1970-07-31,50.0
M35/0017,1970-07-31,14.89
M35/0724,1970-07-31,5.36
M34/0094,1970-08-31,48.0
M34/0095,1970-08-31,46.88
M34/0142,1970-08-31,24.14
M34/0155,1970-08-31,41.94
M35/0017,1970-08-31,15.91
M35/0724,1970-08-31,3.77
M34/0094,1970-09-30,36.0
M34/0095,1970-09-30,34.38
M34/0142,1970-09-30,26.67
M34/0155,1970-09-30,45.16
M35/0017,1970-09-30,9.62
M35/0724,1970-09-30,3.51
M34/0094,1970-10-31,38.46
M34/0095,1970-10-31,44.44
M34/0142,1970-10-31,38.71
M34/0155,1970-10-31,43.33
M35/0017,1970-10-31,9.43
M35/0724,1970-10-31,7.14
M34/0094,1970-12-31,33.33
M34/0095,1970-12-31,30.3
M34/0142,1970-12-31,75.0
M34/0155,1970-12-31,53.33
M35/0017,1970-12-31,25.49
M35/0724,1970-12-31,42.11
M34/0094,1971-01-31,32.0
M34/0095,1971-01-31,35.29
M34/0142,1971-01-31,66.67
M34/0155,1971-01-31,64.52
M35/0017,1971-01-31,35.29
M35/0724,1971-01-31,58.62
M34/0094,1971-02-28,52.63
M34/0095,1971-02-28,64.29
M34/0142,1971-02-28,82.61
M34/0155,1971-02-28,59.26
M35/0017,1971-02-28,41.03
M35/0724,1971-02-28,60.0
M34/0094,1971-03-31,4.0
M34/0094,1971-04-30,3.57
M35/0658,1971-04-30,3.03
M34/0095,1971-05-31,45.71
M34/0142,1971-05-31,62.07
M34/0155,1971-05-31,48.28
M35/0658,1971-05-31,2.86
M35/0724,1971-05-31,15.09
M34/0095,1971-06-30,37.84
M34/0142,1971-06-30,69.7
M34/0155,1971-06-30,40.62
M35/0724,1971-06-30,5.17
M34/0094,1971-08-31,20.0
M34/0095,1971-08-31,50.0
M34/0142,1971-08-31,51.72
M34/0155,1971-08-31,12.9
M35/0017,1971-08-31,9.09
M35/0724,1971-08-31,7.55
M34/0094,1971-09-30,16.0
M34/0095,1971-09-30,43.75
M34/0142,1971-09-30,60.0
M34/0155,1971-09-30,22.58
M35/0017,1971-09-30,5.77
M35/0724,1971-09-30,5.26
M34/0094,1971-10-31,15.38
M34/0095,1971-10-31,55.56
M34/0142,1971-10-31,67.74
M34/0155,1971-10-31,20.0
M34/0192,1971-10-31,0.0
M35/0017,1971-10-31,3.77
M35/0724,1971-10-31,0.0
M34/0192,1971-11-30,0.0
M34/0094,1972-01-31,40.0
M34/0095,1972-01-31,64.71
M34/0142,1972-01-31,76.67
M34/0155,1972-01-31,22.58
M35/0017,1972-01-31,21.57
M35/0724,1972-01-31,0.0
M34/0094,1972-02-29,57.89
M34/0095,1972-02-29,75.0
M34/0142,1972-02-29,52.17
M34/0155,1972-02-29,22.22
M35/0017,1972-02-29,28.21
M35/0724,1972-02-29,2.0
M34/0094,1972-03-31,24.0
M34/0095,1972-03-31,58.33
M34/0142,1972-03-31,9.38
M34/0155,1972-03-31,51.72
M35/0724,1972-03-31,1.75
M34/0094,1972-04-30,32.14
M34/0095,1972-04-30,67.57
M34/0142,1972-04-30,15.62
M34/0155,1972-04-30,48.28
M35/0724,1972-04-30,3.57
M34/0094,1972-05-31,36.0
M34/0095,1972-05-31,80.0
M34/0142,1972-05-31,31.03
M34/0155,1972-05-31,55.17
M35/0724,1972-05-31,41.51
M34/0094,1972-06-30,48.28
M34/0095,1972-06-30,78.38
M34/0142,1972-06-30,51.52
M34/0155,1972-06-30,56.25
M35/0724,1972-06-30,39.66
M34/0094,1972-08-31,56.0
M34/0095,1972-08-31,53.12
M34/0142,1972-08-31,48.28
M34/0155,1972-08-31,29.03
M35/0017,1972-08-31,45.45
M35/0724,1972-08-31,30.19
M34/0094,1972-09-30,44.0
M34/0095,1972-09-30,59.38
M34/0142,1972-09-30,53.33
M34/0155,1972-09-30,29.03
M35/0017,1972-09-30,32.69
M35/0724,1972-09-30,14.04
M34/0094,1972-11-30,36.84
M34/0095,1972-11-30,25.0
M34/0142,1972-11-30,36.36
M34/0155,1972-11-30,8.7
M35/0017,1972-11-30,13.16
M35/0724,1972-11-30,0.0
M34/0094,1972-12-31,41.67
M34/0095,1972-12-31,27.27
M34/0142,1972-12-31,35.71
M34/0155,1972-12-31,23.33
M35/0017,1972-12-31,31.37
M35/0724,1972-12-31,0.0
M34/0094,1973-01-31,44.0
M34/0095,1973-01-31,23.53
M34/0142,1973-01-31,30.0
M34/0155,1973-01-31,25.81
M35/0017,1973-01-31,33.33
M35/0724,1973-01-31,6.9
M34/0094,1973-06-30,24.14
M34/0095,1973-06-30,35.14
M34/0142,1973-06-30,9.09
M34/0155,1973-06-30,37.5
M35/0017,1973-06-30,9.8
M35/0724,1973-06-30,3.45
M34/0094,1973-07-31,34.78
M34/0095,1973-07-31,60.0
M34/0142,1973-07-31,60.71
M34/0155,1973-07-31,46.67
M35/0017,1973-07-31,21.28
M35/0724,1973-07-31,8.93
M34/0094,1973-08-31,36.0
M34/0095,1973-08-31,93.75
M34/0142,1973-08-31,89.66
M34/0155,1973-08-31,80.65
M35/0017,1973-08-31,70.45
M35/0724,1973-08-31,45.28
M34/0094,1973-09-30,28.0
M34/0095,1973-09-30,87.5
M34/0142,1973-09-30,83.33
M34/0155,1973-09-30,70.97
M35/0017,1973-09-30,42.31
M35/0724,1973-09-30,29.82
M34/0094,1973-10-31,23.08
M34/0095,1973-10-31,83.33
M34/0142,1973-10-31,83.87
M34/0155,1973-10-31,56.67
M35/0017,1973-10-31,33.96
M35/0724,1973-10-31,25.0
M34/0094,1973-12-31,45.83
M34/0095,1973-12-31,45.45
M34/0142,1973-12-31,64.29
M34/0155,1973-12-31,36.67
M35/0017,1973-12-31,11.76
M35/0724,1973-12-31,5.26
M34/0094,1974-01-31,68.0
M34/0095,1974-01-31,70.59
M34/0142,1974-01-31,80.0
M34/0155,1974-01-31,38.71
M35/0017,1974-01-31,15.69
M35/0724,1974-01-31,20.69
M34/0094,1974-02-28,94.74
M34/0095,1974-02-28,89.29
M34/0142,1974-02-28,86.96
M34/0155,1974-02-28,37.04
M35/0017,1974-02-28,17.95
M35/0724,1974-02-28,38.0
M35/0017,1974-03-31,37.5
M35/0017,1974-04-30,45.65
M34/0094,1974-07-31,78.26
M34/0095,1974-07-31,90.0
M34/0142,1974-07-31,89.29
M34/0155,1974-07-31,63.33
M35/0017,1974-07-31,95.74
M35/0724,1974-07-31,71.43
M34/0094,1974-08-31,84.0
M34/0095,1974-08-31,78.12
M34/0142,1974-08-31,75.86
M34/0155,1974-08-31,58.06
M35/0017,1974-08-31,84.09
M35/0724,1974-08-31,56.6
M34/0094,1974-12-31,95.83
M34/0095,1974-12-31,100.0
M34/0142,1974-12-31,67.86
M34/0155,1974-12-31,86.67
M35/0017,1974-12-31,82.35
M35/0724,1974-12-31,61.4
M34/0094,1975-01-31,92.0
M34/0095,1975-01-31,97.06
M34/0142,1975-01-31,60.0
M34/0155,1975-01-31,90.32
M35/0017,1975-01-31,84.31
M35/0724,1975-01-31,72.41
M34/0094,1975-03-31,88.0
M34/0095,1975-03-31,80.56
M34/0142,1975-03-31,46.88
M34/0155,1975-03-31,31.03
M35/0017,1975-03-31,91.67
M35/0724,1975-03-31,64.91
M34/0094,1975-04-30,85.71
M34/0095,1975-04-30,72.97
M34/0142,1975-04-30,43.75
M34/0155,1975-04-30,6.9
M35/0017,1975-04-30,82.61
M35/0724,1975-04-30,62.5
M34/0094,1975-05-31,92.0
M34/0095,1975-05-31,65.71
M34/0142,1975-05-31,48.28
M34/0155,1975-05-31,0.0
M35/0017,1975-05-31,71.74
M35/0724,1975-05-31,86.79
M34/0094,1975-06-30,96.55
M34/0095,1975-06-30,62.16
M34/0142,1975-06-30,78.79
M34/0155,1975-06-30,0.0
M35/0017,1975-06-30,66.67
M35/0724,1975-06-30,81.03
M34/0094,1975-07-31,91.3
M34/0095,1975-07-31,66.67
M34/0142,1975-07-31,85.71
M34/0155,1975-07-31,0.0
M35/0017,1975-07-31,57.45
M35/0724,1975-07-31,80.36
M34/0094,1975-09-30,96.0
M34/0095,1975-09-30,75.0
M34/0142,1975-09-30,96.67
M34/0155,1975-09-30,80.65
M35/0017,1975-09-30,82.69
M35/0724,1975-09-30,91.23
M34/0094,1975-10-31,92.31
M34/0095,1975-10-31,75.0
M34/0142,1975-10-31,96.77
M34/0155,1975-10-31,86.67
M35/0017,1975-10-31,73.58
M35/0724,1975-10-31,91.07
M34/0094,1976-02-29,78.95
M34/0095,1976-02-29,71.43
M34/0142,1976-02-29,47.83
M34/0155,1976-02-29,88.89
M35/0017,1976-02-29,23.08
M35/0724,1976-02-29,68.0
M34/0094,1976-03-31,68.0
M34/0095,1976-03-31,72.22
M34/0142,1976-03-31,50.0
M34/0155,1976-03-31,75.86
M35/0017,1976-03-31,31.25
M35/0724,1976-03-31,50.88
M34/0094,1976-04-30,42.86
M34/0095,1976-04-30,70.27
M34/0142,1976-04-30,21.88
M34/0155,1976-04-30,75.86
M35/0724,1976-04-30,26.79
M34/0094,1976-05-31,44.0
M34/0095,1976-05-31,68.57
M34/0142,1976-05-31,27.59
M34/0155,1976-05-31,75.86
M35/0017,1976-05-31,13.04
M35/0724,1976-05-31,22.64
M34/0094,1976-06-30,34.48
M34/0095,1976-06-30,56.76
M34/0142,1976-06-30,27.27
M34/0155,1976-06-30,68.75
M35/0017,1976-06-30,23.53
M35/0724,1976-06-30,20.69
M34/0094,1976-07-31,43.48
M34/0095,1976-07-31,46.67
M34/0142,1976-07-31,39.29
M34/0155,1976-07-31,66.67
M35/0017,1976-07-31,38.3
M35/0472,1976-07-31,94.87
M35/0724,1976-07-31,48.21
M34/0094,1976-08-31,32.0
M34/0095,1976-08-31,31.25
M34/0142,1976-08-31,27.59
M34/0155,1976-08-31,64.52
M35/0017,1976-08-31,27.27
M35/0472,1976-08-31,95.0
M35/0724,1976-08-31,43.4
M34/0094,1976-12-31,100.0
M34/0095,1976-12-31,93.94
M34/0142,1976-12-31,58.93
M34/0155,1976-12-31,93.33
M35/0017,1976-12-31,92.16
M35/0472,1976-12-31,97.67
M35/0724,1976-12-31,63.16
M34/0094,1977-01-31,100.0
M34/0095,1977-01-31,88.24
M34/0142,1977-01-31,56.67
M34/0155,1977-01-31,96.77
M35/0017,1977-01-31,82.35
M35/0472,1977-01-31,93.02
M35/0724,1977-01-31,62.07
M34/0094,1977-03-31,96.0
