mtype,site,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09
flow,63001,80.0,66.67,93.75,81.25,60.0,46.67
flow,63101,92.0,76.92,96.15,80.77,64.0,50.0
flow,64304,70.0,70.0,100.0,44.44,22.22,44.44
flow,64602,82.35,76.47,60.78,80.0,16.0,4.0
flow,65102,84.62,76.92,91.67,58.33,33.33,58.33
flow,65106,90.91,100.0,81.82,60.0,0.0,0.0
flow,65701,84.62,84.62,100.0,33.33,45.45,58.33
flow,65901,93.55,96.77,90.32,51.61,16.13,16.13
flow,66204,82.98,76.6,87.23,38.3,4.26,13.04
flow,66213,83.33,91.67,95.83,40.0,4.35,13.04
flow,66403,100.0,66.67,11.11,100.0,50.0,0.0
flow,66407,15.22,10.87,8.7,8.7,8.7,8.7
flow,66415,92.86,78.57,64.29,50.0,30.77,30.77
flow,66417,93.94,96.88,90.62,59.38,45.16,32.26
flow,66425,50.0,80.77,88.46,76.92,53.85,65.38
flow,66435,83.33,83.33,78.57,59.09,42.86,54.76
flow,66442,100.0,66.67,33.33,100.0,33.33,0.0
flow,66602,96.97,97.06,97.06,91.43,75.76,66.67
flow,66612,92.86,92.86,100.0,78.57,50.0,62.96
flow,67001,85.71,95.24,90.48,71.43,55.0,70.0
flow,67402,75.0,68.75,86.67,50.0,13.33,60.0
flow,67408,82.76,72.41,82.76,65.52,25.0,28.57
flow,67702,84.38,87.5,84.85,45.45,18.18,60.61
flow,67805,95.65,95.65,95.65,82.61,63.64,77.27
flow,68002,88.57,94.29,85.71,65.71,52.94,38.24
flow,68320,96.88,100.0,96.88,84.38,74.19,77.42
flow,68322,72.73,90.91,91.67,75.0,75.0,63.64
flow,68806,71.15,92.31,63.46,61.54,25.49,13.73
flow,68810,88.89,86.11,52.78,64.86,21.62,11.11
flow,68819,85.71,64.29,57.14,53.85,15.38,30.77
flow,68822,85.71,50.0,71.43,42.86,23.08,57.14
flow,69001,100.0,100.0,100.0,86.67,64.29,71.43
flow,69101,66.67,91.67,83.33,41.67,8.33,27.27
flow,69201,86.67,93.33,71.43,42.86,28.57,35.71
flow,69202,80.0,86.67,85.71,71.43,78.57,85.71
flow,69302,76.47,78.43,27.45,60.78,47.06,11.76
flow,69505,83.33,77.78,69.44,44.44,8.57,13.89
flow,69602,70.37,88.46,80.0,48.15,7.41,14.81
flow,69614,83.72,95.45,70.45,38.64,4.65,4.65
flow,69618,77.78,83.33,61.82,40.0,9.09,7.27
flow,69635,70.27,81.08,78.38,37.84,10.81,29.73
flow,70105,58.33,61.11,80.56,32.43,8.33,14.29
flow,70303,77.78,50.0,72.22,44.44,11.11,52.94
flow,70902,75.0,83.33,80.56,38.89,14.29,44.44
flow,70908,94.74,94.74,75.0,73.68,26.32,36.84
flow,71106,85.71,67.35,66.67,46.81,18.37,14.58
flow,71117,85.0,85.0,40.0,60.0,26.32,36.84
flow,71130,86.67,86.67,75.0,68.75,43.75,25.0
flow,71136,85.71,95.24,71.43,81.82,42.86,19.05
flow,71156,71.43,100.0,86.67,60.0,20.0,23.08
flow,71178,75.0,53.33,53.33,26.67,6.25,6.25
flow,71195,23.53,66.67,66.67,52.94,29.41,5.88
precip,217810,70.0,60.0,10.0,100.0,42.86,25.0
precip,218810,89.47,47.37,5.13,92.5,17.5,15.38
precip,219510,87.1,57.81,4.84,95.31,23.44,14.29
precip,219910,85.71,61.82,15.45,94.64,12.5,12.96
precip,222610,64.71,74.29,14.71,90.91,18.18,15.15
precip,226510,93.1,89.66,31.03,96.55,36.67,27.59
precip,227810,90.0,96.77,86.67,48.33,23.33,17.24
precip,231910,87.5,93.33,93.75,9.68,64.52,9.68
precip,232710,81.25,75.76,100.0,14.29,54.29,31.43
precip,233510,34.78,65.22,100.0,13.04,52.17,39.13
precip,233610,70.21,60.42,97.92,2.13,40.43,6.25
precip,234511,66.67,79.49,97.5,0.0,44.74,10.0
precip,237101,83.33,81.82,72.73,9.09,25.0,25.0
precip,239101,88.89,76.92,84.62,7.69,46.15,42.31
precip,304610,91.43,57.14,20.59,90.62,31.25,22.58
precip,306610,85.71,32.14,10.71,75.86,18.52,39.29
precip,307001,79.31,48.28,34.48,93.1,17.24,31.03
precip,309810,83.87,45.16,19.35,48.39,6.45,26.67
precip,310510,90.0,63.33,10.0,93.1,30.0,17.86
precip,311810,87.88,67.65,10.61,97.06,23.53,18.18
precip,311910,92.59,70.37,37.93,67.24,13.79,28.57
precip,313710,80.39,34.0,41.35,22.22,7.69,34.62
precip,314411,78.95,36.84,21.05,84.21,11.11,38.89
precip,314412,87.5,37.5,20.83,83.33,26.09,30.43
precip,314701,78.69,35.0,35.25,14.75,10.0,36.67
precip,315010,94.74,26.32,26.32,84.21,11.11,33.33
precip,315510,74.19,22.58,82.76,61.29,36.67,30.0
precip,315910,86.67,29.03,41.94,19.35,10.0,43.33
precip,316310,87.1,25.81,19.35,35.48,16.67,50.0
precip,317210,88.89,18.52,50.0,28.57,7.14,11.11
precip,319211,88.46,53.85,65.38,23.08,20.0,28.0
precip,320010,77.59,62.07,18.97,78.95,3.51,9.09
precip,321212,96.67,66.67,64.52,70.97,3.33,13.33
precip,321310,92.86,79.07,60.47,45.24,4.88,30.0
precip,321610,93.55,32.26,67.74,6.45,12.9,10.0
precip,321710,89.29,53.57,24.14,86.21,10.71,7.14
precip,322110,85.71,30.95,32.56,46.51,2.33,33.33
precip,322211,90.32,29.03,74.19,16.13,0.0,0.0
precip,322410,93.33,40.0,56.67,33.33,13.79,37.93
precip,322411,90.0,45.0,75.0,5.0,5.26,26.32
precip,323610,95.0,60.0,80.0,5.0,10.53,31.58
precip,324611,91.43,77.14,85.51,63.77,14.71,42.03
precip,326112,92.86,25.0,51.72,13.79,17.86,64.29
precip,326512,90.91,52.17,73.91,21.74,13.04,72.73
precip,326611,84.48,62.07,86.21,51.72,37.93,70.37
precip,328711,75.0,48.21,82.76,41.38,20.69,57.14
precip,400710,96.77,37.1,22.58,29.03,16.13,36.67
precip,400910,96.3,33.33,44.44,7.41,55.36,46.43
precip,401610,83.33,33.33,57.89,21.05,36.84,78.95
precip,403601,96.97,56.06,34.38,35.94,36.36,56.25
precip,403711,69.09,45.37,65.74,37.04,39.0,33.33
precip,404810,71.43,21.43,78.57,14.29,64.29,0.0
precip,405610,95.65,30.43,47.92,17.39,60.42,62.5
precip,405711,86.96,26.09,50.0,25.0,66.67,66.67
precip,405910,80.65,19.35,70.97,19.35,64.52,36.67
precip,407810,54.84,19.35,35.48,19.35,58.06,50.0
precip,408401,70.69,46.55,48.28,34.48,28.57,46.43
precip,409310,81.82,56.52,26.09,69.57,39.13,86.96
precip,410010,93.75,34.38,46.88,12.12,25.76,57.58
precip,414110,96.77,29.03,58.06,12.9,54.84,23.33
precip,417110,100.0,20.59,50.0,33.33,70.59,35.29
precip,418010,96.67,25.81,41.94,30.65,67.74,73.33
precip,419211,96.77,41.94,45.16,29.03,26.67,36.67
